id,name,japanese_name,classfication,generation,type1,type2,hp,attack,defense,sp_attack,sp_defense,speed,abilities,height_m,weight_kg,base_egg_steps,base_happiness,base_total,capture_rate,experience_growth,percentage_male,is_legendary,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,image_url,pokedex_number
0261,Poochyena,Pochienaãƒãƒã‚¨ãƒŠ,Bite PokÃ©mon,3,dark,,35,55,35,30,30,35,"['Run Away', 'Quick Feet', 'Rattled']",0.5,13.6,3840,70,220,255,1000000,50,0,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/261.png,261
0262,Mightyena,Graenaã‚°ãƒ©ã‚¨ãƒŠ,Bite PokÃ©mon,3,dark,,70,90,70,60,60,70,"['Intimidate', 'Quick Feet', 'Moxie']",1,37,3840,70,420,127,1000000,50,0,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/262.png,262
0263,Zigzagoon,Jiguzagumaã‚¸ã‚°ã‚¶ã‚°ãƒž,Tiny Racoon PokÃ©mon,3,normal,,38,30,41,30,41,60,"['Pickup', 'Gluttony', 'Quick Feet']",0.4,17.5,3840,70,240,255,1000000,50,0,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/263.png,263
0264,Linoone,Massugumaãƒžãƒƒã‚¹ã‚°ãƒž,Rush PokÃ©mon,3,normal,,78,70,61,50,61,100,"['Pickup', 'Gluttony', 'Quick Feet']",0.5,32.5,3840,70,420,90,1000000,50,0,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/264.png,264
0265,Wurmple,Kemussoã‚±ãƒ ãƒƒã‚½,Worm PokÃ©mon,3,bug,,45,45,35,20,30,20,"['Shield Dust', 'Run Away']",0.3,3.6,3840,70,195,255,1000000,50,0,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/265.png,265
0266,Silcoon,Karasalisã‚«ãƒ©ã‚µãƒªã‚¹,Cocoon PokÃ©mon,3,bug,,50,35,55,25,25,15,['Shed Skin'],0.6,10,3840,70,205,120,1000000,50,0,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/266.png,266
0267,Beautifly,Agehuntã‚¢ã‚²ãƒãƒ³ãƒˆ,Butterfly PokÃ©mon,3,bug,flying,60,70,50,100,50,65,"['Swarm', 'Rivalry']",1,28.4,3840,70,395,45,1000000,50,0,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/267.png,267
0268,Cascoon,Mayuldãƒžãƒ¦ãƒ«ãƒ‰,Cocoon PokÃ©mon,3,bug,,50,35,55,25,25,15,['Shed Skin'],0.7,11.5,3840,70,205,120,1000000,50,0,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/268.png,268
0269,Dustox,Dokucaleãƒ‰ã‚¯ã‚±ã‚¤ãƒ«,Poison Moth PokÃ©mon,3,bug,poison,60,50,70,50,90,65,"['Shield Dust', 'Compoundeyes']",1.2,31.6,3840,70,385,45,1000000,50,0,0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/269.png,269
0270,Lotad,Hassbohãƒã‚¹ãƒœãƒ¼,Water Weed PokÃ©mon,3,water,grass,40,30,30,40,50,30,"['Swift Swim', 'Rain Dish', 'Own Tempo']",0.5,2.6,3840,70,220,255,1059860,50,0,2,1,1,1,1,1,1,2,1,1,0.5,1,1,2,1,1,0.5,0.25,https://assets.pokemon.com/assets/cms2/img/pokedex/full/270.png,270
0271,Lombre,Hasubreroãƒã‚¹ãƒ–ãƒ¬ãƒ­,Jolly PokÃ©mon,3,water,grass,60,50,50,60,70,50,"['Swift Swim', 'Rain Dish', 'Own Tempo']",1.2,32.5,3840,70,340,120,1059860,50,0,2,1,1,1,1,1,1,2,1,1,0.5,1,1,2,1,1,0.5,0.25,https://assets.pokemon.com/assets/cms2/img/pokedex/full/271.png,271
0272,Ludicolo,Runpappaãƒ«ãƒ³ãƒ‘ãƒƒãƒ‘,Carefree PokÃ©mon,3,water,grass,80,70,70,90,100,70,"['Swift Swim', 'Rain Dish', 'Own Tempo']",1.5,55,3840,70,480,45,1059860,50,0,2,1,1,1,1,1,1,2,1,1,0.5,1,1,2,1,1,0.5,0.25,https://assets.pokemon.com/assets/cms2/img/pokedex/full/272.png,272
0273,Seedot,Tanebohã‚¿ãƒãƒœãƒ¼,Acorn PokÃ©mon,3,grass,,40,40,50,30,30,30,"['Chlorophyll', 'Early Bird', 'Pickpocket']",0.5,4,3840,70,220,255,1059860,50,0,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,https://assets.pokemon.com/assets/cms2/img/pokedex/full/273.png,273
0274,Nuzleaf,Konohanaã‚³ãƒŽãƒãƒŠ,Wily PokÃ©mon,3,grass,dark,70,70,40,60,40,60,"['Chlorophyll', 'Early Bird', 'Pickpocket']",1,28,3840,70,340,120,1059860,50,0,4,0.5,1,0.5,2,2,2,2,0.5,0.5,0.5,2,1,2,0,1,1,0.5,https://assets.pokemon.com/assets/cms2/img/pokedex/full/274.png,274
0275,Shiftry,Dirtengãƒ€ãƒ¼ãƒ†ãƒ³ã‚°,Wickid PokÃ©mon,3,grass,dark,90,100,60,90,60,80,"['Chlorophyll', 'Early Bird', 'Pickpocket']",1.3,59.6,3840,70,480,45,1059860,50,0,4,0.5,1,0.5,2,2,2,2,0.5,0.5,0.5,2,1,2,0,1,1,0.5,https://assets.pokemon.com/assets/cms2/img/pokedex/full/275.png,275
0276,Taillow,Subameã‚¹ãƒãƒ¡,TinySwallow PokÃ©mon,3,normal,flying,40,55,30,30,30,85,"['Guts', 'Scrappy']",0.3,2.3,3840,70,270,200,1059860,50,0,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/276.png,276
0277,Swellow,Ohsubameã‚ªã‚ªã‚¹ãƒãƒ¡,Swallow PokÃ©mon,3,normal,flying,60,85,60,75,50,125,"['Guts', 'Scrappy']",0.7,19.8,3840,70,455,45,1059860,50,0,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/277.png,277
0278,Wingull,Camomeã‚­ãƒ£ãƒ¢ãƒ¡,Seagull PokÃ©mon,3,water,flying,40,30,30,55,30,85,"['Keen Eye', 'Hydration', 'Rain Dish']",0.6,9.5,5120,70,270,190,1000000,50,0,0.5,1,1,4,1,0.5,0.5,1,1,1,0,1,1,1,1,2,0.5,0.5,https://assets.pokemon.com/assets/cms2/img/pokedex/full/278.png,278
0279,Pelipper,Pelipperãƒšãƒªãƒƒãƒ‘ãƒ¼,Water Bird PokÃ©mon,3,water,flying,60,50,100,95,70,65,"['Keen Eye', 'Drizzle', 'Rain Dish']",1.2,28,5120,70,440,45,1000000,50,0,0.5,1,1,4,1,0.5,0.5,1,1,1,0,1,1,1,1,2,0.5,0.5,https://assets.pokemon.com/assets/cms2/img/pokedex/full/279.png,279
0280,Ralts,Raltsãƒ©ãƒ«ãƒˆã‚¹,Feeling PokÃ©mon,3,psychic,fairy,28,25,25,45,35,40,"['Synchronize', 'Trace', 'Telepathy']",0.4,6.6,5120,35,198,235,1250000,50,0,1,1,0,1,1,0.25,1,1,2,1,1,1,1,2,0.5,1,2,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/280.png,280
0281,Kirlia,Kirliaã‚­ãƒ«ãƒªã‚¢,Emotion PokÃ©mon,3,psychic,fairy,38,35,35,65,55,50,"['Synchronize', 'Trace', 'Telepathy']",0.8,20.2,5120,35,278,120,1250000,50,0,1,1,0,1,1,0.25,1,1,2,1,1,1,1,2,0.5,1,2,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/281.png,281
0282,Gardevoir,Sirnightã‚µãƒ¼ãƒŠã‚¤ãƒˆ,Embrace PokÃ©mon,3,psychic,fairy,68,85,65,165,135,100,"['Synchronize', 'Trace', 'Telepathy']",1.6,48.4,5120,35,618,45,1250000,50,0,1,1,0,1,1,0.25,1,1,2,1,1,1,1,2,0.5,1,2,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/282.png,282
0283,Surskit,Ametamaã‚¢ãƒ¡ã‚¿ãƒž,Pond Skater PokÃ©mon,3,bug,water,40,30,32,50,52,65,"['Swift Swim', 'Rain Dish']",0.5,1.7,3840,70,269,200,1000000,50,0,1,1,1,2,1,0.5,1,2,1,1,0.5,0.5,1,1,1,2,0.5,0.5,https://assets.pokemon.com/assets/cms2/img/pokedex/full/283.png,283
0284,Masquerain,Amemothã‚¢ãƒ¡ãƒ¢ãƒ¼ã‚¹,Eyeball PokÃ©mon,3,bug,flying,70,60,62,100,82,80,"['Intimidate', 'Unnerve']",0.8,3.6,3840,70,454,75,1000000,50,0,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/284.png,284
0285,Shroomish,Kinococoã‚­ãƒŽã‚³ã‚³,Mushroom PokÃ©mon,3,grass,,60,40,60,40,60,35,"['Effect Spore', 'Poison Heal', 'Quick Feet']",0.4,4.5,3840,70,295,255,1640000,50,0,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,https://assets.pokemon.com/assets/cms2/img/pokedex/full/285.png,285
0286,Breloom,Kinogassaã‚­ãƒŽã‚¬ãƒƒã‚µ,Mushroom PokÃ©mon,3,grass,fighting,60,130,80,60,60,70,"['Effect Spore', 'Poison Heal', 'Technician']",1.2,39.2,3840,70,460,90,1640000,50,0,1,0.5,1,0.5,2,1,2,4,1,0.5,0.5,2,1,2,2,0.5,1,0.5,https://assets.pokemon.com/assets/cms2/img/pokedex/full/286.png,286
0287,Slakoth,NamakeroãƒŠãƒžã‚±ãƒ­,Slacker PokÃ©mon,3,normal,,60,60,60,35,35,30,['Truant'],0.8,24,3840,70,280,255,1250000,50,0,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/287.png,287
0288,Vigoroth,Yarukimonoãƒ¤ãƒ«ã‚­ãƒ¢ãƒŽ,Wild Monkey PokÃ©mon,3,normal,,80,80,80,55,55,90,['Vital Spirit'],1.4,46.5,3840,70,440,120,1250000,50,0,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/288.png,288
0289,Slaking,Kekkingã‚±ãƒƒã‚­ãƒ³ã‚°,Lazy PokÃ©mon,3,normal,,150,160,100,95,65,100,['Truant'],2,130.5,3840,70,670,45,1250000,50,0,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/289.png,289
0290,Nincada,Tutininãƒ„ãƒãƒ‹ãƒ³,Trainee PokÃ©mon,3,bug,ground,31,45,90,30,30,40,"['Compoundeyes', 'Run Away']",0.5,5.5,3840,70,266,255,600000,50,0,1,1,1,0,1,0.5,2,2,1,1,0.5,2,1,0.5,1,1,1,2,https://assets.pokemon.com/assets/cms2/img/pokedex/full/290.png,290
0291,Ninjask,Tekkaninãƒ†ãƒƒã‚«ãƒ‹ãƒ³,Ninja PokÃ©mon,3,bug,flying,61,90,45,50,50,160,"['Speed Boost', 'Infiltrator']",0.8,12,3840,70,456,120,600000,50,0,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/291.png,291
0292,Shedinja,NukeninãƒŒã‚±ãƒ‹ãƒ³,Shed PokÃ©mon,3,bug,ghost,1,90,45,30,30,40,['Wonder Guard'],0.8,1.2,3840,70,236,45,600000,,0,0.5,2,1,1,1,0,2,2,2,0.5,0.5,1,0,0.5,1,2,1,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/292.png,292
0293,Whismur,Gonyonyoã‚´ãƒ‹ãƒ§ãƒ‹ãƒ§,Whisper PokÃ©mon,3,normal,,64,51,23,51,23,28,"['Soundproof', 'Rattled']",0.6,16.3,5120,70,240,190,1059860,50,0,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/293.png,293
0294,Loudred,Dogohmbãƒ‰ã‚´ãƒ¼ãƒ,Big Voice PokÃ©mon,3,normal,,84,71,43,71,43,48,"['Soundproof', 'Scrappy']",1,40.5,5120,70,360,120,1059860,50,0,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/294.png,294
0295,Exploud,Bakuongãƒã‚¯ã‚ªãƒ³ã‚°,Loud Noise PokÃ©mon,3,normal,,104,91,63,91,73,68,"['Soundproof', 'Scrappy']",1.5,84,5120,70,490,45,1059860,50,0,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/295.png,295
0296,Makuhita,Makunoshitaãƒžã‚¯ãƒŽã‚·ã‚¿,Guts PokÃ©mon,3,fighting,,72,60,30,20,30,25,"['Thick Fat', 'Guts', 'Sheer Force']",1,86.4,5120,70,237,180,1640000,75.4,0,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/296.png,296
0297,Hariyama,Hariteyamaãƒãƒªãƒ†ãƒ¤ãƒž,Arm Thrust PokÃ©mon,3,fighting,,144,120,60,40,60,50,"['Thick Fat', 'Guts', 'Sheer Force']",2.3,253.8,5120,70,474,200,1640000,75.4,0,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/297.png,297
0298,Azurill,Ruririãƒ«ãƒªãƒª,Polka Dot PokÃ©mon,3,normal,fairy,50,20,40,20,40,20,"['Thick Fat', 'Huge Power', 'Sap Sipper']",0.2,2,2560,70,190,150,800000,24.6,0,0.5,0.5,0,1,1,1,1,1,0,1,1,1,1,2,1,1,2,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/298.png,298
0299,Nosepass,NosepassãƒŽã‚ºãƒ‘ã‚¹,Compass PokÃ©mon,3,rock,,30,45,135,45,90,30,"['Sturdy', 'Magnet Pull', 'Sand Force']",1,97,5120,70,375,255,1000000,50,0,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,https://assets.pokemon.com/assets/cms2/img/pokedex/full/299.png,299
0300,Skitty,Enecoã‚¨ãƒã‚³,Kitten PokÃ©mon,3,normal,,50,45,45,35,35,50,"['Cute Charm', 'Normalize', 'Wonder Skin ']",0.6,11,3840,70,260,255,800000,24.6,0,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/300.png,300
0301,Delcatty,Enekororoã‚¨ãƒã‚³ãƒ­ãƒ­,Prim PokÃ©mon,3,normal,,70,65,65,55,55,90,"['Cute Charm', 'Normalize', 'Wonder Skin ']",1.1,32.6,3840,70,400,60,800000,24.6,0,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/301.png,301
0302,Sableye,Yamiramiãƒ¤ãƒŸãƒ©ãƒŸ,Darkness PokÃ©mon,3,dark,ghost,50,85,125,85,115,20,"['Keen Eye', 'Stall', 'Prankster']",0.5,11,6400,35,480,45,1059860,50,0,1,1,1,1,2,0,1,1,1,1,1,1,0,0.5,0,1,1,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/302.png,302
0303,Mawile,Kucheatã‚¯ãƒãƒ¼ãƒˆ,Deceiver PokÃ©mon,3,steel,fairy,50,105,125,55,95,50,"['Hyper Cutter', 'Intimidate', 'Sheer Force']",0.6,11.5,5120,70,480,45,800000,50,0,0.25,0.5,0,1,0.5,1,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,1,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/303.png,303
0304,Aron,Cokodoraã‚³ã‚³ãƒ‰ãƒ©,Iron Armor PokÃ©mon,3,steel,rock,50,70,100,40,40,30,"['Sturdy', 'Rock Head', 'Heavy Metal']",0.4,60,8960,35,330,180,1250000,50,0,0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2,https://assets.pokemon.com/assets/cms2/img/pokedex/full/304.png,304
0305,Lairon,Kodoraã‚³ãƒ‰ãƒ©,Iron Armor PokÃ©mon,3,steel,rock,60,90,140,50,50,40,"['Sturdy', 'Rock Head', 'Heavy Metal']",0.9,120,8960,35,430,90,1250000,50,0,0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2,https://assets.pokemon.com/assets/cms2/img/pokedex/full/305.png,305
0306,Aggron,Bossgodoraãƒœã‚¹ã‚´ãƒ‰ãƒ©,Iron Armor PokÃ©mon,3,steel,rock,70,140,230,60,80,50,"['Sturdy', 'Rock Head', 'Heavy Metal']",2.1,360,8960,35,630,45,1250000,50,0,0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2,https://assets.pokemon.com/assets/cms2/img/pokedex/full/306.png,306
0307,Meditite,Asananã‚¢ã‚µãƒŠãƒ³,Meditate PokÃ©mon,3,fighting,psychic,30,40,55,40,55,60,"['Pure Power', 'Telepathy']",0.6,11.2,5120,70,280,180,1000000,50,0,1,1,1,1,2,0.5,1,2,2,1,1,1,1,1,1,0.5,1,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/307.png,307
0308,Medicham,Charemãƒãƒ£ãƒ¼ãƒ¬ãƒ,Meditate PokÃ©mon,3,fighting,psychic,60,100,85,80,85,100,"['Pure Power', 'Telepathy']",1.3,31.5,5120,70,510,90,1000000,50,0,1,1,1,1,2,0.5,1,2,2,1,1,1,1,1,1,0.5,1,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/308.png,308
0309,Electrike,Rakuraiãƒ©ã‚¯ãƒ©ã‚¤,Lightning PokÃ©mon,3,electric,,40,45,40,65,40,65,"['Static', 'Lightningrod', 'Minus']",0.6,15.2,5120,70,295,120,1250000,50,0,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/309.png,309
0310,Manectric,Livoltãƒ©ã‚¤ãƒœãƒ«ãƒˆ,Discharge PokÃ©mon,3,electric,,70,75,80,135,80,135,"['Static', 'Lightningrod', 'Minus']",1.5,40.2,5120,70,575,45,1250000,50,0,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/310.png,310
0311,Plusle,Prasleãƒ—ãƒ©ã‚¹ãƒ«,Cheering PokÃ©mon,3,electric,,60,50,40,85,75,95,"['Plus', 'Lightningrod']",0.4,4.2,5120,70,405,200,1000000,50,0,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/311.png,311
0312,Minun,Minunãƒžã‚¤ãƒŠãƒ³,Cheering PokÃ©mon,3,electric,,60,40,50,75,85,95,"['Minus', 'Volt Absorb']",0.4,4.2,5120,70,405,200,1000000,50,0,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/312.png,312
0313,Volbeat,Barubeatãƒãƒ«ãƒ“ãƒ¼ãƒˆ,Firefly PokÃ©mon,3,bug,,65,73,75,47,85,85,"['Illuminate', 'Swarm', 'Prankster']",0.7,17.7,3840,70,430,150,600000,100,0,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/313.png,313
0314,Illumise,Illumiseã‚¤ãƒ«ãƒŸãƒ¼ã‚¼,Firefly PokÃ©mon,3,bug,,65,47,75,73,85,85,"['Oblivious', 'Tinted Lens', 'Prankster']",0.6,17.7,3840,70,430,150,1640000,0,0,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/314.png,314
0315,Roselia,Roseliaãƒ­ã‚¼ãƒªã‚¢,Thorn PokÃ©mon,3,grass,poison,50,60,45,100,80,65,"['Natural Cure', 'Poison Point', 'Leaf Guard']",0.3,2,5120,70,400,150,1059860,50,0,1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,https://assets.pokemon.com/assets/cms2/img/pokedex/full/315.png,315
0316,Gulpin,Gokulinã‚´ã‚¯ãƒªãƒ³,Stomach PokÃ©mon,3,poison,,70,43,53,43,53,40,"['Liquid Ooze', 'Sticky Hold', 'Gluttony']",0.4,10.3,5120,70,302,225,1640000,50,0,0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/316.png,316
0317,Swalot,Marunoomãƒžãƒ«ãƒŽãƒ¼ãƒ,Poison Bag PokÃ©mon,3,poison,,100,73,83,73,83,55,"['Liquid Ooze', 'Sticky Hold', 'Gluttony']",1.7,80,5120,70,467,75,1640000,50,0,0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/317.png,317
0318,Carvanha,Kibanhaã‚­ãƒãƒ‹ã‚¢,Savage PokÃ©mon,3,water,dark,45,90,20,65,20,65,"['Rough Skin', 'Speed Boost']",0.8,20.8,5120,35,305,225,1250000,50,0,2,0.5,1,2,2,2,0.5,1,0.5,2,1,0.5,1,1,0,1,0.5,0.5,https://assets.pokemon.com/assets/cms2/img/pokedex/full/318.png,318
0319,Sharpedo,Samehaderã‚µãƒ¡ãƒãƒ€ãƒ¼,Brutal PokÃ©mon,3,water,dark,70,140,70,110,65,105,"['Rough Skin', 'Speed Boost']",1.8,88.8,5120,35,560,60,1250000,50,0,2,0.5,1,2,2,2,0.5,1,0.5,2,1,0.5,1,1,0,1,0.5,0.5,https://assets.pokemon.com/assets/cms2/img/pokedex/full/319.png,319
0320,Wailmer,Hoerukoãƒ›ã‚¨ãƒ«ã‚³,Ball Whale PokÃ©mon,3,water,,130,70,35,70,35,60,"['Water Veil', 'Oblivious', 'Pressure']",2,130,10240,70,400,125,1640000,50,0,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,https://assets.pokemon.com/assets/cms2/img/pokedex/full/320.png,320
0321,Wailord,Whalohãƒ›ã‚¨ãƒ«ã‚ªãƒ¼,Float Whale PokÃ©mon,3,water,,170,90,45,90,45,60,"['Water Veil', 'Oblivious', 'Pressure']",14.5,398,10240,70,500,60,1640000,50,0,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,https://assets.pokemon.com/assets/cms2/img/pokedex/full/321.png,321
0322,Numel,Donmelãƒ‰ãƒ³ãƒ¡ãƒ«,Numb PokÃ©mon,3,fire,ground,60,60,40,65,45,35,"['Oblivious', 'Simple', 'Own Tempo']",0.7,24,5120,70,305,255,1000000,50,0,0.5,1,1,0,0.5,1,0.5,1,1,1,2,1,1,0.5,1,1,0.5,4,https://assets.pokemon.com/assets/cms2/img/pokedex/full/322.png,322
0323,Camerupt,Bakuudaãƒã‚¯ãƒ¼ãƒ€,Eruption PokÃ©mon,3,fire,ground,70,120,100,145,105,20,"['Magma Armor', 'Solid Rock', 'Anger Point']",1.9,220,5120,70,560,150,1000000,50,0,0.5,1,1,0,0.5,1,0.5,1,1,1,2,1,1,0.5,1,1,0.5,4,https://assets.pokemon.com/assets/cms2/img/pokedex/full/323.png,323
0324,Torkoal,Cotoiseã‚³ãƒ¼ã‚¿ã‚¹,Coal PokÃ©mon,3,fire,,70,85,140,85,70,20,"['White Smoke', 'Drought', 'Shell Armor']",0.5,80.4,5120,70,470,90,1000000,50,0,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,https://assets.pokemon.com/assets/cms2/img/pokedex/full/324.png,324
0325,Spoink,Banebooãƒãƒãƒ–ãƒ¼,Bounce PokÃ©mon,3,psychic,,60,25,35,70,80,60,"['Thick Fat', 'Own Tempo', 'Gluttony']",0.7,30.6,5120,70,330,255,800000,50,0,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/325.png,325
0326,Grumpig,Boopigãƒ–ãƒ¼ãƒ”ãƒƒã‚°,Manipulate PokÃ©mon,3,psychic,,80,45,65,90,110,80,"['Thick Fat', 'Own Tempo', 'Gluttony']",0.9,71.5,5120,70,470,60,800000,50,0,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/326.png,326
0327,Spinda,Patcheelãƒ‘ãƒƒãƒãƒ¼ãƒ«,Spot Panda PokÃ©mon,3,normal,,60,60,60,60,60,60,"['Own Tempo', 'Tangled Feet', 'Contrary']",1.1,5,3840,70,360,255,800000,50,0,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/327.png,327
0328,Trapinch,NuckrarãƒŠãƒƒã‚¯ãƒ©ãƒ¼,Ant Pit PokÃ©mon,3,ground,,45,100,45,45,45,10,"['Hyper Cutter', 'Arena Trap', 'Sheer Force']",0.7,15,5120,70,290,255,1059860,50,0,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,https://assets.pokemon.com/assets/cms2/img/pokedex/full/328.png,328
0329,Vibrava,Vibravaãƒ“ãƒ–ãƒ©ãƒ¼ãƒ,Vibration PokÃ©mon,3,ground,dragon,50,70,50,50,50,70,['Levitate'],1.1,15.3,5120,70,340,120,1059860,50,0,1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/329.png,329
0330,Flygon,Flygonãƒ•ãƒ©ã‚¤ã‚´ãƒ³,Mystic PokÃ©mon,3,ground,dragon,80,100,80,80,80,100,['Levitate'],2,82,5120,70,520,45,1059860,50,0,1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/330.png,330
0331,Cacnea,Saboneaã‚µãƒœãƒã‚¢,Cactus PokÃ©mon,3,grass,,50,85,40,85,40,35,"['Sand Veil', 'Water Absorb']",0.4,51.3,5120,35,335,190,1059860,50,0,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,https://assets.pokemon.com/assets/cms2/img/pokedex/full/331.png,331
